ダウンロードした時刻：2020/03/30 11:27:10

,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,辻堂,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,江戸川臨海,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,練馬,練馬,練馬,練馬,練馬,練馬,練馬,練馬,練馬,練馬,練馬,練馬,練馬,練馬,府中,府中,府中,府中,府中,府中,府中,府中,府中,府中,府中,府中,府中,府中,所沢,所沢,所沢,所沢,所沢,所沢,所沢,所沢,所沢,所沢,所沢,所沢,所沢,所沢,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,札幌,三島,三島,三島,三島,三島,三島,三島,三島,三島,三島,三島,三島,三島,三島,三島,茂原,茂原,茂原,茂原,茂原,茂原,茂原,茂原,茂原,茂原,茂原,茂原,茂原,茂原
2015/6/30 8:00:00,21.8,8,1,0.0,8,1,,0,1,1.4,8,南,8,1,22.8,8,1,0.0,8,1,,0,1,2.4,8,南南東,8,1,22.5,8,1,0,1,8,1,76,8,1,2.8,8,南南東,8,1,22.5,8,1,0.0,8,1,,0,1,1.0,8,南,8,1,21.3,8,1,0.0,8,1,,0,1,2.0,8,南南東,8,1,20.1,8,1,0.0,8,1,,0,1,1.4,8,北,8,1,15.6,8,1,0.0,0,8,1,84,8,1,3.7,8,南東,8,1,22.2,8,1,0,1,8,1,73,8,1,2.9,8,北北東,8,1,23.0,8,1,0.0,8,1,,0,1,1.1,8,東南東,8,1
2015/6/30 9:00:00,22.2,8,1,0.0,8,1,,0,1,1.2,8,南西,8,1,24.5,8,1,0.0,8,1,,0,1,3.0,8,南南東,8,1,23.4,8,1,0,1,8,1,70,8,1,1.8,8,南,8,1,22.9,8,1,0.0,8,1,,0,1,0.6,8,西北西,8,1,22.1,8,1,0.0,8,1,,0,1,1.1,8,北西,8,1,20.8,8,1,0.0,8,1,,0,1,1.7,8,北北西,8,1,15.9,8,1,0.0,0,8,1,83,8,1,5.4,8,南東,8,1,22.7,8,1,0,1,8,1,70,8,1,2.1,8,南東,8,1,22.4,8,1,0.0,8,1,,0,1,1.9,8,東南東,8,1
2015/6/30 10:00:00,22.9,8,1,0.0,8,1,,0,1,1.8,8,南南西,8,1,23.5,8,1,0.0,8,1,,0,1,2.3,8,南南東,8,1,23.4,8,1,0,1,8,1,62,8,1,2.6,8,南南東,8,1,23.5,8,1,0.0,8,1,,0,1,0.6,8,南,8,1,22.7,8,1,0.0,8,1,,0,1,0.7,8,南南西,8,1,21.4,8,1,0.0,8,1,,0,1,1.2,8,西北西,8,1,15.5,8,1,0.0,0,8,1,87,8,1,5.8,8,東南東,8,1,24.2,8,1,0,1,8,1,64,8,1,2.7,8,南東,8,1,23.7,8,1,0.0,8,1,,0,1,1.7,8,東,8,1
2015/6/30 11:00:00,22.9,8,1,0.0,8,1,,0,1,1.6,8,南西,8,1,24.1,8,1,0.0,8,1,,0,1,2.9,8,南東,8,1,24.3,8,1,0,1,8,1,61,8,1,2.4,8,南,8,1,23.4,8,1,0.0,8,1,,0,1,0.9,8,東,8,1,22.8,8,1,0.0,8,1,,0,1,1.3,8,東,8,1,23.2,8,1,0.0,8,1,,0,1,1.4,8,北北東,8,1,15.6,8,1,0.5,0,8,1,89,8,1,4.2,8,南東,8,1,25.2,8,1,0,1,8,1,57,8,1,2.4,8,南東,8,1,23.5,8,1,0.0,8,1,,0,1,2.5,8,東,8,1
2015/6/30 12:00:00,24.3,8,1,0.0,8,1,,0,1,2.2,8,南西,8,1,24.6,8,1,0.0,8,1,,0,1,3.1,8,南東,8,1,25.5,8,1,0,1,8,1,59,8,1,2.5,8,南,8,1,24.5,8,1,0.0,8,1,,0,1,0.6,8,南東,8,1,24.3,8,1,0.0,8,1,,0,1,1.0,8,南東,8,1,24.1,8,1,0.0,8,1,,0,1,1.3,8,東南東,8,1,15.8,8,1,0.0,0,8,1,87,8,1,4.4,8,東南東,8,1,26.3,8,1,0,1,8,1,53,8,1,3.1,8,東南東,8,1,23.6,8,1,0.0,8,1,,0,1,2.5,8,東,8,1
2015/6/30 13:00:00,24.1,8,1,0.0,8,1,,0,1,2.4,8,南西,8,1,24.6,8,1,0.0,8,1,,0,1,4.9,8,南南東,8,1,25.4,8,1,0,1,8,1,64,8,1,3.0,8,南東,8,1,25.5,8,1,0.0,8,1,,0,1,1.0,8,東,8,1,25.2,8,1,0.0,8,1,,0,1,2.3,8,東南東,8,1,25.0,8,1,0.0,8,1,,0,1,2.5,8,東南東,8,1,16.2,8,1,0.0,0,8,1,85,8,1,4.5,8,南東,8,1,25.4,8,1,0,1,8,1,57,8,1,4.6,8,東南東,8,1,24.3,8,1,0.0,8,1,,0,1,2.5,8,東南東,8,1
2015/6/30 14:00:00,24.9,8,1,0.0,8,1,,0,1,3.0,8,南西,8,1,25.1,8,1,0.0,8,1,,0,1,4.1,8,南東,8,1,25.1,8,1,0,1,8,1,60,8,1,3.3,8,南南東,8,1,25.0,8,1,0.0,8,1,,0,1,0.9,8,南南東,8,1,25.6,8,1,0.0,8,1,,0,1,2.6,8,南南東,8,1,24.3,8,1,0.0,8,1,,0,1,2.2,8,南南西,8,1,15.9,8,1,0.0,0,8,1,86,8,1,4.6,8,南東,8,1,25.7,8,1,0,1,8,1,58,8,1,4.4,8,東南東,8,1,23.5,8,1,0.0,8,1,,0,1,2.3,8,東,8,1
2015/6/30 15:00:00,23.7,8,1,0.0,8,1,,0,1,3.0,8,南南西,8,1,24.6,8,1,0.0,8,1,,0,1,4.7,8,南東,8,1,25.1,8,1,0,1,8,1,63,8,1,3.0,8,南南東,8,1,25.1,8,1,0.0,8,1,,0,1,1.0,8,南東,8,1,24.8,8,1,0.0,8,1,,0,1,3.0,8,南東,8,1,24.6,8,1,0.0,8,1,,0,1,2.0,8,南南東,8,1,16.8,8,1,0.0,0,8,1,82,8,1,4.3,8,南東,8,1,25.1,8,1,0,1,8,1,60,8,1,3.7,8,東,8,1,24.0,8,1,0.0,8,1,,0,1,2.0,8,東南東,8,1
2015/6/30 16:00:00,23.3,8,1,0.0,8,1,,0,1,2.1,8,南西,8,1,24.1,8,1,0.0,8,1,,0,1,4.3,8,南東,8,1,24.0,8,1,0,1,8,1,67,8,1,3.0,8,南南東,8,1,24.8,8,1,0.0,8,1,,0,1,1.0,8,南南東,8,1,24.4,8,1,0.0,8,1,,0,1,3.1,8,南,8,1,23.9,8,1,0.0,8,1,,0,1,1.9,8,南,8,1,16.8,8,1,0.0,0,8,1,81,8,1,3.6,8,南東,8,1,23.9,8,1,0,1,8,1,66,8,1,3.2,8,東,8,1,22.9,8,1,0.0,8,1,,0,1,1.8,8,東南東,8,1
2015/6/30 17:00:00,22.8,8,1,0.0,8,1,,0,1,4.0,8,南南西,8,1,23.8,8,1,0.0,8,1,,0,1,5.0,8,南東,8,1,23.7,8,1,0,1,8,1,69,8,1,3.0,8,南東,8,1,24.2,8,1,0.0,8,1,,0,1,1.1,8,南南東,8,1,23.2,8,1,0.0,8,1,,0,1,3.7,8,南南西,8,1,23.3,8,1,0.0,8,1,,0,1,2.7,8,南南西,8,1,16.5,8,1,0.5,0,8,1,83,8,1,4.4,8,南東,8,1,23.5,8,1,0,1,8,1,68,8,1,2.2,8,東南東,8,1,22.6,8,1,0.0,8,1,,0,1,1.5,8,南東,8,1
2015/6/30 18:00:00,22.5,8,1,0.0,8,1,,0,1,4.0,8,南南西,8,1,23.0,8,1,0.0,8,1,,0,1,5.3,8,南東,8,1,23.0,8,1,0,1,8,1,74,8,1,5.5,8,南東,8,1,23.6,8,1,0.0,8,1,,0,1,2.3,8,南南西,8,1,22.5,8,1,0.0,8,1,,0,1,2.9,8,南南西,8,1,22.5,8,1,0.0,8,1,,0,1,3.5,8,南,8,1,16.1,8,1,1.0,0,8,1,88,8,1,3.6,8,南東,8,1,23.0,8,1,0,1,8,1,71,8,1,0.8,8,北北西,8,1,21.9,8,1,0.0,8,1,,0,1,2.0,8,南東,8,1
2015/6/30 19:00:00,22.1,8,1,0.0,8,1,,0,1,4.2,8,南南西,8,1,22.7,8,1,0.0,8,1,,0,1,5.2,8,南南東,8,1,22.8,8,1,0.0,0,8,1,75,8,1,3.3,8,南南西,8,1,22.8,8,1,0.0,8,1,,0,1,2.0,8,南南西,8,1,21.7,8,1,0.0,8,1,,0,1,3.5,8,南南西,8,1,21.8,8,1,0.0,8,1,,0,1,3.2,8,南,8,1,15.9,8,1,1.0,0,8,1,90,8,1,3.3,8,南東,8,1,22.8,8,1,0,1,8,1,70,8,1,2.0,8,西,8,1,21.6,8,1,0.0,8,1,,0,1,1.4,8,南南東,8,1
2015/6/30 20:00:00,22.0,8,1,0.0,8,1,,0,1,3.9,8,南南西,8,1,22.5,8,1,0.0,8,1,,0,1,5.2,8,南南東,8,1,22.3,8,1,0,1,8,1,78,8,1,3.0,8,南南西,8,1,22.2,8,1,0.0,8,1,,0,1,0.9,8,南,8,1,21.4,8,1,0.0,8,1,,0,1,2.9,8,南,8,1,21.4,8,1,0.0,8,1,,0,1,3.2,8,南,8,1,15.8,8,1,0.0,0,8,1,91,8,1,3.3,8,南東,8,1,21.9,8,1,0.0,0,8,1,80,8,1,1.6,8,南西,8,1,21.3,8,1,0.0,8,1,,0,1,1.4,8,南,8,1
2015/6/30 21:00:00,21.8,8,1,0.0,8,1,,0,1,4.6,8,南,8,1,22.1,8,1,0.0,8,1,,0,1,4.2,8,南南東,8,1,22.5,8,1,0.0,0,8,1,76,8,1,2.6,8,南南西,8,1,22.0,8,1,0.0,8,1,,0,1,1.0,8,南,8,1,21.1,8,1,0.0,8,1,,0,1,3.6,8,南,8,1,21.1,8,1,0.0,8,1,,0,1,3.3,8,南,8,1,15.9,8,1,0.5,0,8,1,90,8,1,2.7,8,南東,8,1,21.4,8,1,0.0,0,8,1,85,8,1,1.8,8,南西,8,1,21.1,8,1,0.0,8,1,,0,1,0.9,8,南東,8,1
2015/6/30 22:00:00,21.1,8,1,0.0,8,1,,0,1,3.3,8,南,8,1,21.7,8,1,0.0,8,1,,0,1,2.8,8,南,8,1,21.3,8,1,0.0,0,8,1,85,8,1,2.5,8,南南西,8,1,21.3,8,1,0.0,8,1,,0,1,0.8,8,南,8,1,20.5,8,1,0.0,8,1,,0,1,2.5,8,南,8,1,20.6,8,1,0.0,8,1,,0,1,2.9,8,南,8,1,16.2,8,1,0.0,0,8,1,88,8,1,4.7,8,南東,8,1,20.5,8,1,0.5,0,8,1,92,8,1,0.9,8,南東,8,1,20.8,8,1,0.0,8,1,,0,1,1.1,8,南南西,8,1
2015/6/30 23:00:00,21.3,8,1,1.0,8,1,,0,1,5.4,8,南南西,8,1,21.3,8,1,0.0,8,1,,0,1,5.7,8,南南西,8,1,20.8,8,1,0.0,0,8,1,90,8,1,3.0,8,南南西,8,1,20.8,8,1,0.0,8,1,,0,1,1.1,8,南,8,1,20.0,8,1,0.0,8,1,,0,1,2.2,8,南,8,1,20.1,8,1,0.0,8,1,,0,1,3.5,8,南,8,1,16.3,8,1,0.0,0,8,1,87,8,1,5.0,8,南東,8,1,20.4,8,1,0.5,0,8,1,95,8,1,0.5,8,南東,8,1,20.6,8,1,0.0,8,1,,0,1,1.3,8,南南西,8,1
2015/7/1 00:00:00,20.8,8,1,0.0,8,1,,0,1,2.5,8,南南西,8,1,20.8,8,1,0.0,8,1,,0,1,6.0,8,南南西,8,1,20.2,8,1,0.5,0,8,1,93,8,1,2.9,8,南,8,1,20.4,8,1,0.0,8,1,,0,1,0.7,8,南南東,8,1,19.7,8,1,0.0,8,1,,0,1,2.1,8,南南東,8,1,19.8,8,1,0.5,8,1,,0,1,2.4,8,南南東,8,1,16.3,8,1,0.0,0,8,1,87,8,1,3.7,8,南南東,8,1,20.1,8,1,1.0,0,8,1,96,8,1,1.2,8,南東,8,1,20.6,8,1,0.0,8,1,,0,1,0.8,8,西南西,8,1
